-19.901825 28.609375 -22.110384
38.236618 28.609375 -22.110384
-8.274137 1.867810 11.497992
5.679090 1.867810 11.497992
-4.785830 1.867810 -5.663731
-8.274137 1.867810 -11.384306
-23.390131 29.581797 16.503496
27.771696 7.216123 -6.378804
-35.017822 15.967909 22.939142
38.236618 22.288641 22.939142
-35.017822 28.609375 2.917131
27.771696 12.078226 11.497992
2.190782 1.867810 5.777418
-4.785830 1.867810 5.777418
5.679090 1.867810 -11.384306
-1.297526 1.867810 -11.384306
-11.762444 1.867810 -5.663731
-1.297526 1.867810 11.497992
-23.390131 29.581797 -15.674738
-11.762444 1.867810 5.777418
-23.390131 29.581797 2.917131
2.190782 1.867810 -5.663731
-9.436907 12.564436 -11.384306
-35.017822 28.609375 16.503496
38.236618 28.609375 22.939142
-35.017822 15.967909 -22.110384
-19.901825 7.216123 11.497992
-8.274137 1.867810 0.056842
-1.297526 1.867810 0.056842
20.795084 -1.049452 -22.110384
20.795084 29.581797 -16.389809
-35.017822 28.609375 -15.674738
25.446161 29.581797 -10.669234
8.004625 11.105805 -22.110384
14.981241 -1.049452 -22.110384
9.167395 29.581797 17.218569
17.306776 28.609375 -22.110384
4.516321 16.940329 -22.110384
-10.599674 29.581797 -15.674738
20.795084 22.774853 -22.110384
8.004625 22.774853 -22.110384
5.679090 16.940329 22.939142
12.655703 1.867810 -11.384306
5.679090 28.609375 22.939142
18.469545 16.940329 22.939142
32.422768 29.581797 -5.663731
32.422768 18.885170 22.939142
2.190782 11.105805 22.939142
-29.203976 12.564436 22.939142
38.236618 15.481697 22.939142
27.771696 1.867810 -2.088372
32.422768 29.581797 1.486988
23.120623 6.729913 11.497992
18.469545 29.581797 -9.954163
12.655703 12.564436 -11.384306
-1.297526 12.564436 -11.384306
-12.925213 5.271281 -22.110384
-24.552900 12.564436 4.347274
38.236618 21.802431 -22.110384
27.771696 -1.049452 -22.110384
8.004625 -1.049452 -22.110384
-16.413519 12.078226 -11.384306
17.306776 5.271281 -22.110384
21.957853 11.105805 22.939142
24.283392 4.785071 -22.110384
14.981241 11.105805 22.939142
2.190782 22.774853 22.939142
10.330164 27.636955 -2.803444
-19.901825 28.609375 22.939142
-12.925213 28.609375 -22.110384
11.492933 28.609375 -22.110384
12.655703 28.609375 22.939142
-22.227364 11.105805 22.939142
1.028013 22.774853 -22.110384
20.795084 29.581797 17.218569
-16.413519 22.774853 -22.110384
9.167395 22.774853 22.939142
11.492933 16.940329 -22.110384
17.306776 16.940329 -22.110384
-17.576288 28.123165 0.056842
24.283392 28.609375 -22.110384
-22.227364 11.105805 -22.110384
24.283392 4.785071 22.939142
-16.413519 11.105805 22.939142
-9.436907 11.105805 22.939142
-1.297526 16.940329 22.939142
-12.925213 28.609375 22.939142
12.655703 29.581797 -9.239091
-24.552900 12.564436 -11.384306
-16.413519 29.581797 17.218569
4.516321 28.609375 -22.110384
9.167395 11.105805 22.939142
38.236618 9.647175 -22.110384
38.236618 28.609375 -9.239091
-29.203976 13.050647 -22.110384
-3.623062 23.261063 22.939142
-29.203976 29.581797 12.928137
-15.250750 1.867810 11.497992
-19.901825 17.426538 11.497992
19.632315 1.867810 -11.384306
-23.390131 22.774853 -22.110384
-35.017822 22.288641 -22.110384
-35.017822 28.609375 -9.239091
-35.017822 28.609375 -3.518517
-9.436907 10.619595 -22.110384
-15.250750 22.288641 2.917131
5.679090 12.564436 -11.384306
38.236618 15.967909 -22.110384
-35.017822 22.774853 22.939142
19.632315 22.774853 4.347274
-7.111368 28.609375 22.939142
-29.203976 29.581797 -0.658228
14.981241 11.105805 -22.110384
-11.762444 28.123165 4.347274
-22.227364 22.774853 22.939142
-16.413519 11.105805 -22.110384
-10.599674 22.774853 22.939142
-5.948599 4.785071 -22.110384
13.818472 22.774853 -22.110384
11.492933 16.940329 22.939142
32.422768 29.581797 -12.099378
12.655703 1.867810 11.497992
16.144007 28.123165 4.347274
18.469545 29.581797 10.782923
-16.413519 29.581797 -16.389809
-9.436907 12.078226 11.497992
14.981241 29.581797 16.503496
-3.623062 29.581797 -16.389809
2.190782 29.581797 17.218569
11.492933 4.785071 -22.110384
27.771696 -1.049452 22.939142
-9.436907 -1.049452 -22.110384
8.004625 29.581797 -16.389809
-18.739058 1.867810 6.492490
27.771696 29.581797 -16.389809
9.167395 1.867810 -5.663731
-12.925213 5.271281 22.939142
5.679090 5.271281 22.939142
20.795084 11.105805 -22.110384
23.120623 6.729913 -11.384306
32.422768 12.564436 -22.110384
-24.552900 17.912750 8.637707
-3.623062 -1.049452 22.939142
-7.111368 28.609375 -22.110384
-0.134756 28.609375 22.939142
-1.297526 12.564436 11.497992
19.632315 12.564436 11.497992
-24.552900 1.867810 -4.233588
-3.623062 29.581797 17.218569
38.236618 9.647175 22.939142
-12.925213 17.912750 -11.384306
-23.390131 29.581797 -3.518517
32.422768 29.581797 7.922634
5.679090 29.581797 11.497992
27.771696 12.564436 4.347274
6.841860 22.288641 -3.518517
-24.552900 1.867810 4.347274
32.422768 18.398960 -22.110384
-24.552900 17.912750 -7.808947
16.144007 28.123165 -4.233588
-16.413519 -1.049452 22.939142
2.190782 -1.049452 22.939142
-22.227364 -1.049452 -22.110384
2.190782 17.912750 11.497992
-4.785830 22.288641 -22.110384
-12.925213 16.940329 -22.110384
-3.623062 -1.049452 -22.110384
2.190782 -1.049452 -22.110384
18.469545 4.785071 22.939142
-22.227364 -1.049452 22.939142
21.957853 -1.049452 22.939142
-35.017822 9.647175 22.939142
-35.017822 9.647175 -22.110384
21.957853 1.867810 1.486988
-18.739058 4.785071 22.939142
-18.739058 5.271281 -22.110384
-7.111368 4.785071 22.939142
-8.274137 16.940329 3.632202
-7.111368 16.940329 22.939142
14.981241 22.774853 22.939142
19.632315 22.774853 -3.518517
27.771696 11.105805 -11.384306
2.190782 10.619595 -22.110384
-1.297526 16.454119 -22.110384
-16.413519 22.774853 22.939142
